GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,players_list
Lineups,-1626196-1628389-1629130-1629639-1631107-,J. Richardson - B. Adebayo - D. Robinson - T. Herro - N. Jovic,1,0,1,0.0,2.4,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"'J. Richardson', 'B. Adebayo', 'D. Robinson', 'T. Herro', 'N. Jovic'"
Lineups,-1626196-1629130-1631107-1631115-1631170-,J. Richardson - D. Robinson - N. Jovic - O. Robinson - J. Jaquez Jr.,1,1,0,1.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,6.0,-5.0,"'J. Richardson', 'D. Robinson', 'N. Jovic', 'O. Robinson', 'J. Jaquez Jr.'"
Lineups,-201567-202710-1628997-1630181-1631170-,K. Love - J. Butler - C. Martin - R. Hampton - J. Jaquez Jr.,1,0,1,0.0,2.4,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,"'K. Love', 'J. Butler', 'C. Martin', 'R. Hampton', 'J. Jaquez Jr.'"
Lineups,-200768-202710-1628389-1629639-1630696-,K. Lowry - J. Butler - B. Adebayo - T. Herro - D. Smith,1,0,1,0.0,2.4,1.0,3.0,0.333,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,-3.0,"'K. Lowry', 'J. Butler', 'B. Adebayo', 'T. Herro', 'D. Smith'"
Lineups,-200768-202710-1629312-1629639-1631107-,K. Lowry - J. Butler - H. Highsmith - T. Herro - N. Jovic,1,1,0,1.0,2.4,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,-3.0,"'K. Lowry', 'J. Butler', 'H. Highsmith', 'T. Herro', 'N. Jovic'"
Lineups,-200768-1626196-1628997-1631115-1631170-,K. Lowry - J. Richardson - C. Martin - O. Robinson - J. Jaquez Jr.,1,1,0,1.0,2.4,2.0,5.0,0.4,1.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,-5.0,"'K. Lowry', 'J. Richardson', 'C. Martin', 'O. Robinson', 'J. Jaquez Jr.'"
Lineups,-200768-201567-202710-1626196-1628418-,K. Lowry - K. Love - J. Butler - J. Richardson - T. Bryant,1,0,1,0.0,2.4,1.0,4.0,0.25,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,"'K. Lowry', 'K. Love', 'J. Butler', 'J. Richardson', 'T. Bryant'"
Lineups,-1628389-1628997-1629130-1629312-1629639-,B. Adebayo - C. Martin - D. Robinson - H. Highsmith - T. Herro,6,4,2,0.667,2.3,1.7,4.0,0.417,0.5,1.7,0.3,0.5,0.5,1.0,0.2,1.7,1.8,0.8,0.8,0.5,0.2,0.3,1.0,0.7,4.3,0.2,"'B. Adebayo', 'C. Martin', 'D. Robinson', 'H. Highsmith', 'T. Herro'"
Lineups,-201567-1628389-1629130-1631170-1631288-,K. Love - B. Adebayo - D. Robinson - J. Jaquez Jr. - J. Cain,2,1,1,0.5,2.3,1.5,4.0,0.375,0.0,1.0,0.0,1.0,1.5,0.667,0.5,1.0,1.5,0.0,1.5,1.0,0.0,0.0,0.5,1.5,4.0,-1.5,"'K. Love', 'B. Adebayo', 'D. Robinson', 'J. Jaquez Jr.', 'J. Cain'"
Lineups,-201567-1628389-1629130-1629639-1631170-,K. Love - B. Adebayo - D. Robinson - T. Herro - J. Jaquez Jr.,5,3,2,0.6,2.3,1.8,4.8,0.375,0.4,2.2,0.182,0.0,0.0,0.0,1.0,1.8,2.8,1.2,0.4,0.0,0.2,0.0,1.0,0.2,4.0,-0.6,"'K. Love', 'B. Adebayo', 'D. Robinson', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-200768-202710-1626196-1628418-1628997-,K. Lowry - J. Butler - J. Richardson - T. Bryant - C. Martin,2,2,0,1.0,2.3,2.5,5.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.5,1.5,0.5,0.5,0.0,0.5,1.0,0.0,5.5,0.0,"'K. Lowry', 'J. Butler', 'J. Richardson', 'T. Bryant', 'C. Martin'"
Lineups,-200768-1626196-1628389-1629130-1631170-,K. Lowry - J. Richardson - B. Adebayo - D. Robinson - J. Jaquez Jr.,2,1,1,0.5,2.3,2.5,5.0,0.5,0.5,1.0,0.5,2.0,2.5,0.8,0.5,2.0,2.5,2.0,0.5,0.5,0.0,0.5,1.0,1.5,7.5,2.5,"'K. Lowry', 'J. Richardson', 'B. Adebayo', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-200768-201567-202710-1628997-1629130-,K. Lowry - K. Love - J. Butler - C. Martin - D. Robinson,6,4,2,0.667,2.3,2.2,3.2,0.684,1.0,1.5,0.667,1.2,2.0,0.583,0.3,2.0,2.3,1.5,0.7,0.0,0.2,0.0,0.7,1.5,6.5,2.5,"'K. Lowry', 'K. Love', 'J. Butler', 'C. Martin', 'D. Robinson'"
Lineups,-200768-1628418-1628997-1629130-1631170-,K. Lowry - T. Bryant - C. Martin - D. Robinson - J. Jaquez Jr.,2,1,1,0.5,2.3,2.5,4.0,0.625,0.5,1.5,0.333,1.5,1.5,1.0,0.5,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,7.0,1.5,"'K. Lowry', 'T. Bryant', 'C. Martin', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-201567-1629130-1629312-1629639-1631107-,K. Love - D. Robinson - H. Highsmith - T. Herro - N. Jovic,2,1,1,0.5,2.2,2.0,3.5,0.571,0.5,1.5,0.333,1.5,1.5,1.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.0,1.5,1.5,6.0,1.5,"'K. Love', 'D. Robinson', 'H. Highsmith', 'T. Herro', 'N. Jovic'"
Lineups,-201567-202710-1626179-1629312-1629639-,K. Love - J. Butler - T. Rozier - H. Highsmith - T. Herro,2,0,2,0.0,2.2,1.5,4.5,0.333,0.5,2.5,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,3.5,-4.0,"'K. Love', 'J. Butler', 'T. Rozier', 'H. Highsmith', 'T. Herro'"
Lineups,-200768-1628389-1629130-1630696-1631170-,K. Lowry - B. Adebayo - D. Robinson - D. Smith - J. Jaquez Jr.,2,1,1,0.5,2.2,1.5,3.5,0.429,0.5,1.5,0.333,2.5,2.5,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.5,0.5,1.0,1.5,6.0,2.5,"'K. Lowry', 'B. Adebayo', 'D. Robinson', 'D. Smith', 'J. Jaquez Jr.'"
Lineups,-201567-1628389-1629130-1629312-1631170-,K. Love - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,5,4,1,0.8,2.1,1.4,3.2,0.438,0.6,0.8,0.75,1.0,1.6,0.625,0.6,1.6,2.2,0.8,1.4,0.6,0.2,0.4,1.2,0.8,4.4,0.0,"'K. Love', 'B. Adebayo', 'D. Robinson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-200768-202710-1626196-1628389-1629130-,K. Lowry - J. Butler - J. Richardson - B. Adebayo - D. Robinson,4,1,3,0.25,2.1,1.5,3.0,0.5,0.0,0.8,0.0,0.5,0.8,0.667,0.0,0.5,0.5,1.0,0.3,0.3,0.0,0.0,1.0,1.3,3.5,-1.5,"'K. Lowry', 'J. Butler', 'J. Richardson', 'B. Adebayo', 'D. Robinson'"
Lineups,-200768-202710-1626196-1628418-1631170-,K. Lowry - J. Butler - J. Richardson - T. Bryant - J. Jaquez Jr.,2,2,0,1.0,2.1,1.5,3.5,0.429,1.0,1.5,0.667,0.0,0.0,0.0,0.5,2.0,2.5,1.5,0.5,0.0,0.0,0.5,1.5,0.5,4.0,-1.0,"'K. Lowry', 'J. Butler', 'J. Richardson', 'T. Bryant', 'J. Jaquez Jr.'"
Lineups,-1628389-1628997-1629130-1629312-1631170-,B. Adebayo - C. Martin - D. Robinson - H. Highsmith - J. Jaquez Jr.,6,5,1,0.833,2.0,1.7,3.3,0.5,0.3,0.8,0.4,1.0,1.2,0.857,0.7,1.3,2.0,0.8,0.8,0.3,0.2,0.2,1.2,0.8,4.7,1.3,"'B. Adebayo', 'C. Martin', 'D. Robinson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-202710-1626196-1628389-1629130-1629312-,J. Butler - J. Richardson - B. Adebayo - D. Robinson - H. Highsmith,4,3,1,0.75,2.0,1.5,4.0,0.375,0.5,1.3,0.4,0.5,1.0,0.5,0.3,1.3,1.5,1.3,0.5,0.8,0.0,0.5,0.8,0.8,4.0,0.3,"'J. Butler', 'J. Richardson', 'B. Adebayo', 'D. Robinson', 'H. Highsmith'"
Lineups,-201567-1629130-1629639-1631170-1631288-,K. Love - D. Robinson - T. Herro - J. Jaquez Jr. - J. Cain,3,1,2,0.333,2.0,2.0,4.7,0.429,0.7,2.3,0.286,0.0,0.0,0.0,0.3,1.7,2.0,1.7,0.0,0.3,0.3,0.0,0.7,0.7,4.7,0.7,"'K. Love', 'D. Robinson', 'T. Herro', 'J. Jaquez Jr.', 'J. Cain'"
Lineups,-200768-1628389-1629130-1629639-1631170-,K. Lowry - B. Adebayo - D. Robinson - T. Herro - J. Jaquez Jr.,4,2,2,0.5,2.0,1.5,4.0,0.375,1.0,2.3,0.444,1.5,1.5,1.0,1.3,2.0,3.3,1.3,1.0,0.3,0.0,0.3,0.8,1.3,5.5,1.0,"'K. Lowry', 'B. Adebayo', 'D. Robinson', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-1626179-1628389-1629130-1629312-1631170-,T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,2,1,1,0.5,2.0,2.0,3.5,0.571,0.5,1.5,0.333,0.5,0.5,1.0,1.0,1.0,2.0,1.5,1.0,0.0,0.0,0.0,1.5,1.0,5.0,1.5,"'T. Rozier', 'B. Adebayo', 'D. Robinson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-202710-1626179-1626196-1628389-1631170-,J. Butler - T. Rozier - J. Richardson - B. Adebayo - J. Jaquez Jr.,2,1,1,0.5,1.9,2.0,4.5,0.444,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,4.0,-3.0,"'J. Butler', 'T. Rozier', 'J. Richardson', 'B. Adebayo', 'J. Jaquez Jr.'"
Lineups,-201567-202710-1628997-1629639-1631170-,K. Love - J. Butler - C. Martin - T. Herro - J. Jaquez Jr.,4,2,2,0.5,1.9,1.8,3.8,0.467,0.8,1.8,0.429,0.5,0.5,1.0,0.5,0.8,1.3,1.3,0.8,0.8,0.0,0.8,0.5,0.3,4.8,1.0,"'K. Love', 'J. Butler', 'C. Martin', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-201567-202710-1626179-1626196-1631170-,K. Love - J. Butler - T. Rozier - J. Richardson - J. Jaquez Jr.,2,1,1,0.5,1.9,1.5,4.0,0.375,0.0,0.5,0.0,2.5,2.5,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,5.5,1.0,"'K. Love', 'J. Butler', 'T. Rozier', 'J. Richardson', 'J. Jaquez Jr.'"
Lineups,-201567-1626196-1628389-1628997-1631170-,K. Love - J. Richardson - B. Adebayo - C. Martin - J. Jaquez Jr.,3,1,2,0.333,1.9,1.0,4.0,0.25,0.0,1.3,0.0,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,2.0,-2.0,"'K. Love', 'J. Richardson', 'B. Adebayo', 'C. Martin', 'J. Jaquez Jr.'"
Lineups,-200768-1629312-1629639-1631107-1631170-,K. Lowry - H. Highsmith - T. Herro - N. Jovic - J. Jaquez Jr.,2,2,0,1.0,1.9,1.5,3.0,0.5,0.5,1.5,0.333,0.0,1.0,0.0,0.0,1.5,1.5,1.5,0.0,0.5,0.5,0.0,0.5,1.0,3.5,-1.0,"'K. Lowry', 'H. Highsmith', 'T. Herro', 'N. Jovic', 'J. Jaquez Jr.'"
Lineups,-200768-201567-1626196-1628389-1629639-,K. Lowry - K. Love - J. Richardson - B. Adebayo - T. Herro,2,0,2,0.0,1.9,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.5,2.0,0.0,1.5,0.0,0.0,0.0,0.5,0.5,1.0,-2.0,"'K. Lowry', 'K. Love', 'J. Richardson', 'B. Adebayo', 'T. Herro'"
Lineups,-200768-201567-1626196-1628997-1631170-,K. Lowry - K. Love - J. Richardson - C. Martin - J. Jaquez Jr.,3,0,3,0.0,1.9,2.3,4.3,0.538,0.3,1.7,0.2,1.0,1.0,1.0,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.3,0.0,1.0,6.0,0.3,"'K. Lowry', 'K. Love', 'J. Richardson', 'C. Martin', 'J. Jaquez Jr.'"
Lineups,-202710-1626179-1628389-1629639-1631170-,J. Butler - T. Rozier - B. Adebayo - T. Herro - J. Jaquez Jr.,4,2,2,0.5,1.8,1.3,3.5,0.357,0.0,0.8,0.0,0.0,0.0,0.0,0.3,1.5,1.8,0.3,0.3,0.3,0.3,0.5,1.0,0.3,2.5,-2.0,"'J. Butler', 'T. Rozier', 'B. Adebayo', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-1630181-1631107-1631115-1631288-1631306-,R. Hampton - N. Jovic - O. Robinson - J. Cain - C. Swider,2,1,1,0.5,1.8,1.0,2.5,0.4,1.0,2.5,0.4,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,1.5,"'R. Hampton', 'N. Jovic', 'O. Robinson', 'J. Cain', 'C. Swider'"
Lineups,-202710-1626196-1628389-1628997-1629130-,J. Butler - J. Richardson - B. Adebayo - C. Martin - D. Robinson,3,2,1,0.667,1.7,1.7,3.0,0.556,0.0,0.3,0.0,0.7,0.7,1.0,0.0,1.0,1.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,4.0,-2.3,"'J. Butler', 'J. Richardson', 'B. Adebayo', 'C. Martin', 'D. Robinson'"
Lineups,-202710-1626196-1628389-1629130-1629639-,J. Butler - J. Richardson - B. Adebayo - D. Robinson - T. Herro,4,2,2,0.5,1.7,1.3,3.3,0.385,0.5,1.3,0.4,0.5,0.5,1.0,0.3,0.8,1.0,1.0,0.5,0.3,0.0,0.5,1.5,0.8,3.5,-2.0,"'J. Butler', 'J. Richardson', 'B. Adebayo', 'D. Robinson', 'T. Herro'"
Lineups,-202710-1626196-1629130-1631115-1631170-,J. Butler - J. Richardson - D. Robinson - O. Robinson - J. Jaquez Jr.,6,3,3,0.5,1.7,1.0,3.0,0.333,0.3,1.0,0.333,0.7,0.7,1.0,0.3,1.0,1.3,1.0,0.3,0.0,0.0,0.3,0.5,0.5,3.0,-1.7,"'J. Butler', 'J. Richardson', 'D. Robinson', 'O. Robinson', 'J. Jaquez Jr.'"
Lineups,-202710-1626196-1628418-1629130-1631170-,J. Butler - J. Richardson - T. Bryant - D. Robinson - J. Jaquez Jr.,4,4,0,1.0,1.7,1.0,2.8,0.364,0.0,0.3,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.3,0.0,0.0,0.0,0.5,3.0,-2.0,"'J. Butler', 'J. Richardson', 'T. Bryant', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-202710-1626179-1628389-1629130-1629639-,J. Butler - T. Rozier - B. Adebayo - D. Robinson - T. Herro,2,1,1,0.5,1.7,1.5,4.0,0.375,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.5,2.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,3.5,-1.0,"'J. Butler', 'T. Rozier', 'B. Adebayo', 'D. Robinson', 'T. Herro'"
Lineups,-201567-202710-1626196-1629312-1631170-,K. Love - J. Butler - J. Richardson - H. Highsmith - J. Jaquez Jr.,6,4,2,0.667,1.7,0.8,2.5,0.333,0.3,1.8,0.182,0.7,0.8,0.8,0.3,0.7,1.0,0.8,0.3,0.3,0.2,0.0,0.5,0.7,2.7,-1.7,"'K. Love', 'J. Butler', 'J. Richardson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-200768-202710-1628389-1629130-1630696-,K. Lowry - J. Butler - B. Adebayo - D. Robinson - D. Smith,2,1,1,0.5,1.7,1.0,2.5,0.4,0.5,1.0,0.5,2.0,2.0,1.0,0.0,1.5,1.5,0.5,0.0,0.5,0.5,0.0,0.5,1.5,4.5,0.5,"'K. Lowry', 'J. Butler', 'B. Adebayo', 'D. Robinson', 'D. Smith'"
Lineups,-202710-1626196-1628418-1629130-1629312-,J. Butler - J. Richardson - T. Bryant - D. Robinson - H. Highsmith,4,3,1,0.75,1.6,1.0,2.3,0.444,0.3,0.8,0.333,0.3,0.3,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.8,0.0,2.5,-1.5,"'J. Butler', 'J. Richardson', 'T. Bryant', 'D. Robinson', 'H. Highsmith'"
Lineups,-201567-202710-1626196-1628997-1631170-,K. Love - J. Butler - J. Richardson - C. Martin - J. Jaquez Jr.,15,9,6,0.6,1.6,1.4,2.9,0.477,0.3,0.9,0.357,1.3,1.5,0.864,0.3,1.4,1.7,0.9,0.4,0.1,0.0,0.2,0.6,1.0,4.4,0.9,"'K. Love', 'J. Butler', 'J. Richardson', 'C. Martin', 'J. Jaquez Jr.'"
Lineups,-201567-202710-1626179-1628997-1629639-,K. Love - J. Butler - T. Rozier - C. Martin - T. Herro,3,3,0,1.0,1.6,1.0,2.7,0.375,0.7,1.3,0.5,1.0,1.7,0.6,0.0,1.3,1.3,1.0,0.3,0.3,0.0,0.0,0.7,1.0,3.7,-0.3,"'K. Love', 'J. Butler', 'T. Rozier', 'C. Martin', 'T. Herro'"
Lineups,-201567-1626196-1628997-1629639-1631170-,K. Love - J. Richardson - C. Martin - T. Herro - J. Jaquez Jr.,5,5,0,1.0,1.6,1.2,3.0,0.4,0.8,1.6,0.5,0.6,0.8,0.75,0.2,1.2,1.4,1.2,0.4,0.6,0.0,0.2,0.6,0.4,3.8,0.6,"'K. Love', 'J. Richardson', 'C. Martin', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-201567-1626196-1629130-1629312-1631170-,K. Love - J. Richardson - D. Robinson - H. Highsmith - J. Jaquez Jr.,7,5,2,0.714,1.6,1.3,2.7,0.474,0.7,1.4,0.5,0.3,0.3,1.0,0.1,0.6,0.7,1.1,0.7,0.0,0.0,0.1,0.6,0.3,3.6,-0.4,"'K. Love', 'J. Richardson', 'D. Robinson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-200768-1628389-1628997-1629312-1629639-,K. Lowry - B. Adebayo - C. Martin - H. Highsmith - T. Herro,2,1,1,0.5,1.6,1.0,3.0,0.333,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.5,1.0,3.5,-1.5,"'K. Lowry', 'B. Adebayo', 'C. Martin', 'H. Highsmith', 'T. Herro'"
Lineups,-202710-1628389-1629130-1629312-1629639-,J. Butler - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,2,0,2,0.0,1.5,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.0,5.0,3.0,"'J. Butler', 'B. Adebayo', 'D. Robinson', 'H. Highsmith', 'T. Herro'"
Lineups,-202710-1626179-1626196-1628389-1629639-,J. Butler - T. Rozier - J. Richardson - B. Adebayo - T. Herro,2,1,1,0.5,1.5,1.0,2.5,0.4,0.5,1.0,0.5,1.5,2.0,0.75,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.5,4.0,0.0,"'J. Butler', 'T. Rozier', 'J. Richardson', 'B. Adebayo', 'T. Herro'"
Lineups,-201567-1626196-1628997-1629130-1631170-,K. Love - J. Richardson - C. Martin - D. Robinson - J. Jaquez Jr.,8,4,4,0.5,1.5,1.6,3.6,0.448,0.4,1.4,0.273,0.8,1.3,0.6,0.6,0.8,1.4,0.8,0.0,0.1,0.0,0.4,1.0,0.9,4.4,-0.3,"'K. Love', 'J. Richardson', 'C. Martin', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-201567-1626196-1628997-1629130-1629639-,K. Love - J. Richardson - C. Martin - D. Robinson - T. Herro,2,1,1,0.5,1.5,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.0,0.0,0.5,1.5,2.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.5,-1.5,"'K. Love', 'J. Richardson', 'C. Martin', 'D. Robinson', 'T. Herro'"
Lineups,-201567-1626196-1629130-1631107-1631170-,K. Love - J. Richardson - D. Robinson - N. Jovic - J. Jaquez Jr.,2,1,1,0.5,1.5,1.5,2.5,0.6,0.5,1.5,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,3.5,-0.5,"'K. Love', 'J. Richardson', 'D. Robinson', 'N. Jovic', 'J. Jaquez Jr.'"
Lineups,-200768-201567-1626196-1629639-1631170-,K. Lowry - K. Love - J. Richardson - T. Herro - J. Jaquez Jr.,2,1,1,0.5,1.5,1.0,3.0,0.333,0.5,1.0,0.5,1.0,1.5,0.667,0.5,1.0,1.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,3.5,0.0,"'K. Lowry', 'K. Love', 'J. Richardson', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-1628389-1628997-1629130-1631107-1631170-,B. Adebayo - C. Martin - D. Robinson - N. Jovic - J. Jaquez Jr.,3,3,0,1.0,1.4,1.3,2.7,0.5,1.0,1.7,0.6,0.7,0.7,1.0,0.0,1.7,1.7,1.3,0.0,0.0,0.3,0.0,0.3,0.3,4.3,2.0,"'B. Adebayo', 'C. Martin', 'D. Robinson', 'N. Jovic', 'J. Jaquez Jr.'"
Lineups,-1628389-1629130-1629312-1629639-1631107-,B. Adebayo - D. Robinson - H. Highsmith - T. Herro - N. Jovic,2,1,1,0.5,1.4,1.5,3.5,0.429,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,3.0,-1.0,"'B. Adebayo', 'D. Robinson', 'H. Highsmith', 'T. Herro', 'N. Jovic'"
Lineups,-1626196-1628389-1628997-1629312-1631170-,J. Richardson - B. Adebayo - C. Martin - H. Highsmith - J. Jaquez Jr.,4,2,2,0.5,1.4,0.5,1.8,0.286,0.0,0.5,0.0,0.8,1.0,0.75,0.3,0.8,1.0,0.3,0.3,0.3,0.0,0.0,1.0,0.5,1.8,-1.8,"'J. Richardson', 'B. Adebayo', 'C. Martin', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-1626196-1628418-1629130-1629312-1631170-,J. Richardson - T. Bryant - D. Robinson - H. Highsmith - J. Jaquez Jr.,3,3,0,1.0,1.4,0.3,2.7,0.125,0.3,1.7,0.2,0.0,0.0,0.0,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,1.0,-2.3,"'J. Richardson', 'T. Bryant', 'D. Robinson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-201567-1629130-1629639-1630181-1631288-,K. Love - D. Robinson - T. Herro - R. Hampton - J. Cain,2,1,1,0.5,1.4,1.0,2.0,0.5,0.5,1.5,0.333,0.0,0.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,"'K. Love', 'D. Robinson', 'T. Herro', 'R. Hampton', 'J. Cain'"
Lineups,-200768-202710-1626196-1629312-1631170-,K. Lowry - J. Butler - J. Richardson - H. Highsmith - J. Jaquez Jr.,2,1,1,0.5,1.4,1.0,3.5,0.286,0.5,1.0,0.5,1.5,2.0,0.75,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.5,4.0,-1.0,"'K. Lowry', 'J. Butler', 'J. Richardson', 'H. Highsmith', 'J. Jaquez Jr.'"
Lineups,-200768-202710-1626196-1628418-1629312-,K. Lowry - J. Butler - J. Richardson - T. Bryant - H. Highsmith,2,1,1,0.5,1.4,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.5,"'K. Lowry', 'J. Butler', 'J. Richardson', 'T. Bryant', 'H. Highsmith'"
Lineups,-200768-202710-1628418-1628997-1629130-,K. Lowry - J. Butler - T. Bryant - C. Martin - D. Robinson,2,2,0,1.0,1.4,1.0,3.5,0.286,0.0,0.5,0.0,1.5,1.5,1.0,1.0,1.5,2.5,0.0,0.0,0.0,0.0,1.0,1.5,1.0,3.5,-2.5,"'K. Lowry', 'J. Butler', 'T. Bryant', 'C. Martin', 'D. Robinson'"
Lineups,-200768-201567-202710-1626196-1629130-,K. Lowry - K. Love - J. Butler - J. Richardson - D. Robinson,3,0,3,0.0,1.4,1.0,3.0,0.333,0.7,2.0,0.333,0.3,0.7,0.5,0.3,0.3,0.7,0.3,0.3,0.3,0.0,0.0,0.0,0.3,3.0,-2.0,"'K. Lowry', 'K. Love', 'J. Butler', 'J. Richardson', 'D. Robinson'"
Lineups,-202710-1628389-1628997-1629130-1629639-,J. Butler - B. Adebayo - C. Martin - D. Robinson - T. Herro,7,2,5,0.286,1.3,1.9,2.6,0.722,0.7,1.0,0.714,0.1,0.1,1.0,0.1,0.6,0.7,0.6,0.3,0.1,0.0,0.0,1.0,0.4,4.6,0.4,"'J. Butler', 'B. Adebayo', 'C. Martin', 'D. Robinson', 'T. Herro'"
Lineups,-202710-1628389-1628997-1629312-1629639-,J. Butler - B. Adebayo - C. Martin - H. Highsmith - T. Herro,3,0,3,0.0,1.3,1.0,2.0,0.5,0.3,1.0,0.333,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.3,0.3,0.0,0.0,1.0,0.3,2.3,0.3,"'J. Butler', 'B. Adebayo', 'C. Martin', 'H. Highsmith', 'T. Herro'"
Lineups,-200768-202710-1628418-1629130-1631170-,K. Lowry - J. Butler - T. Bryant - D. Robinson - J. Jaquez Jr.,2,0,2,0.0,1.3,0.5,3.0,0.167,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,-4.0,"'K. Lowry', 'J. Butler', 'T. Bryant', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-200768-201567-202710-1626196-1629312-,K. Lowry - K. Love - J. Butler - J. Richardson - H. Highsmith,3,1,2,0.333,1.3,1.3,3.0,0.444,0.7,2.0,0.333,0.3,0.3,1.0,0.3,0.7,1.0,1.0,0.3,0.3,0.0,0.0,0.3,0.3,3.7,1.0,"'K. Lowry', 'K. Love', 'J. Butler', 'J. Richardson', 'H. Highsmith'"
