GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,players_list
Lineups,-1626179-1626196-1628389-1628997-1629639-,T. Rozier - J. Richardson - B. Adebayo - C. Martin - T. Herro,3,3,0,1.0,1.3,2.3,2.7,0.875,0.7,1.0,0.667,0.0,0.0,0.0,0.3,1.3,1.7,1.3,0.3,0.0,0.0,0.0,0.3,0.0,5.3,2.7,"'T. Rozier', 'J. Richardson', 'B. Adebayo', 'C. Martin', 'T. Herro'"
Lineups,-202710-1628389-1628997-1629130-1631170-,J. Butler - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,3,1,2,0.333,1.2,1.3,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.3,2.7,1.0,"'J. Butler', 'B. Adebayo', 'C. Martin', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-201567-1629130-1629312-1629639-1631170-,K. Love - D. Robinson - H. Highsmith - T. Herro - J. Jaquez Jr.,3,2,1,0.667,1.2,1.0,2.3,0.429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"'K. Love', 'D. Robinson', 'H. Highsmith', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-1626196-1628389-1629130-1629312-1629639-,J. Richardson - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,3,2,1,0.667,1.1,0.7,2.0,0.333,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7,0.3,0.0,0.3,0.3,1.0,1.3,-1.7,"'J. Richardson', 'B. Adebayo', 'D. Robinson', 'H. Highsmith', 'T. Herro'"
Lineups,-201567-1629130-1629312-1631170-1631288-,K. Love - D. Robinson - H. Highsmith - J. Jaquez Jr. - J. Cain,3,2,1,0.667,1.1,1.0,2.0,0.5,1.0,1.7,0.6,0.7,0.7,1.0,0.0,1.3,1.3,1.0,0.0,0.3,0.0,0.3,1.3,0.3,3.7,1.3,"'K. Love', 'D. Robinson', 'H. Highsmith', 'J. Jaquez Jr.', 'J. Cain'"
Lineups,-202710-1626196-1628389-1629639-1631170-,J. Butler - J. Richardson - B. Adebayo - T. Herro - J. Jaquez Jr.,3,1,2,0.333,0.9,0.7,1.3,0.5,0.7,1.0,0.667,1.7,1.7,1.0,0.0,1.3,1.3,0.7,0.0,0.3,0.0,0.0,0.0,0.7,3.7,2.0,"'J. Butler', 'J. Richardson', 'B. Adebayo', 'T. Herro', 'J. Jaquez Jr.'"
Lineups,-201567-1628389-1628997-1629130-1631170-,K. Love - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,3,2,1,0.667,0.9,0.7,2.0,0.333,0.3,0.3,1.0,0.3,0.3,1.0,0.3,0.3,0.7,0.7,0.0,0.0,0.0,1.0,0.3,0.7,2.0,0.3,"'K. Love', 'B. Adebayo', 'C. Martin', 'D. Robinson', 'J. Jaquez Jr.'"
Lineups,-200768-202710-1626196-1631115-1631170-,K. Lowry - J. Butler - J. Richardson - O. Robinson - J. Jaquez Jr.,5,3,2,0.6,0.9,0.2,1.2,0.167,0.0,0.4,0.0,1.0,1.2,0.833,0.6,0.8,1.4,0.0,0.6,0.0,0.2,0.2,0.6,1.0,1.4,0.0,"'K. Lowry', 'J. Butler', 'J. Richardson', 'O. Robinson', 'J. Jaquez Jr.'"
Lineups,-200768-201567-202710-1629130-1629312-,K. Lowry - K. Love - J. Butler - D. Robinson - H. Highsmith,4,2,2,0.5,0.9,0.5,1.8,0.286,0.3,1.3,0.2,0.0,0.0,0.0,0.5,0.3,0.8,0.5,0.5,0.0,0.0,0.3,0.8,0.0,1.3,-1.0,"'K. Lowry', 'K. Love', 'J. Butler', 'D. Robinson', 'H. Highsmith'"
Lineups,-200768-201567-1629130-1631170-1631288-,K. Lowry - K. Love - D. Robinson - J. Jaquez Jr. - J. Cain,3,1,2,0.333,0.8,1.0,2.0,0.5,0.3,0.3,1.0,1.3,1.3,1.0,0.3,1.0,1.3,0.7,0.0,0.3,0.3,0.0,0.3,0.7,3.7,3.3,"'K. Lowry', 'K. Love', 'D. Robinson', 'J. Jaquez Jr.', 'J. Cain'"
Lineups,-200768-202710-1628389-1628997-1629639-,K. Lowry - J. Butler - B. Adebayo - C. Martin - T. Herro,5,2,3,0.4,0.7,0.2,0.8,0.25,0.0,0.0,0.0,0.2,0.4,0.5,0.0,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.2,0.4,0.6,-0.6,"'K. Lowry', 'J. Butler', 'B. Adebayo', 'C. Martin', 'T. Herro'"
Lineups,-200768-202710-1628389-1629130-1629639-,K. Lowry - J. Butler - B. Adebayo - D. Robinson - T. Herro,5,2,3,0.4,0.5,0.2,1.4,0.143,0.2,0.4,0.5,1.2,1.4,0.857,0.2,0.6,0.8,0.2,0.0,0.0,0.0,0.2,0.2,0.6,1.8,0.0,"'K. Lowry', 'J. Butler', 'B. Adebayo', 'D. Robinson', 'T. Herro'"
