SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,3PM,3PA,3P_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
2014-15,1610612748,MIA,Miami Heat,0021401227,2015-04-15,MIA @ PHI,W,48.0,39,89,0.438,12,31,0.387,15,20,0.75,12,30,42,22,16.0,10,2,5,17,21,105,4.0
2014-15,1610612748,MIA,Miami Heat,0021401207,2015-04-13,MIA vs. ORL,W,48.0,39,83,0.47,3,10,0.3,19,23,0.826,11,39,50,21,14.0,2,9,4,19,23,100,7.0
2014-15,1610612748,MIA,Miami Heat,0021401188,2015-04-11,MIA vs. TOR,L,48.0,37,81,0.457,6,20,0.3,24,44,0.545,14,33,47,14,7.0,3,8,3,25,31,104,-3.0
2014-15,1610612748,MIA,Miami Heat,0021401173,2015-04-09,MIA vs. CHI,L,48.0,34,88,0.386,5,18,0.278,5,7,0.714,13,33,46,14,14.0,2,7,2,17,11,78,-11.0
2014-15,1610612748,MIA,Miami Heat,0021401155,2015-04-07,MIA vs. CHA,W,48.0,40,81,0.494,3,15,0.2,22,28,0.786,8,34,42,20,11.0,4,6,5,17,26,105,5.0
2014-15,1610612748,MIA,Miami Heat,0021401149,2015-04-05,MIA @ IND,L,48.0,37,82,0.451,2,20,0.1,13,19,0.684,7,30,37,15,14.0,7,7,7,25,22,89,-23.0
2014-15,1610612748,MIA,Miami Heat,0021401139,2015-04-04,MIA @ DET,L,48.0,37,77,0.481,5,20,0.25,19,26,0.731,11,26,37,19,14.0,6,7,3,20,21,98,-1.0
2014-15,1610612748,MIA,Miami Heat,0021401124,2015-04-02,MIA @ CLE,L,48.0,32,75,0.427,7,21,0.333,17,21,0.81,8,28,36,25,16.0,8,2,7,23,21,88,-26.0
2014-15,1610612748,MIA,Miami Heat,0021401110,2015-03-31,MIA vs. SAS,L,48.0,32,79,0.405,5,15,0.333,12,12,1.0,10,23,33,11,18.0,9,4,6,21,19,81,-14.0
2014-15,1610612748,MIA,Miami Heat,0021401096,2015-03-29,MIA vs. DET,W,48.0,39,82,0.476,7,18,0.389,24,29,0.828,14,32,46,20,11.0,4,1,5,16,20,109,7.0
2014-15,1610612748,MIA,Miami Heat,0021401077,2015-03-27,MIA @ ATL,L,48.0,32,82,0.39,11,35,0.314,11,15,0.733,11,30,41,20,19.0,9,6,4,20,13,86,-13.0
2014-15,1610612748,MIA,Miami Heat,0021401064,2015-03-25,MIA @ BOS,W,48.0,34,77,0.442,9,24,0.375,16,23,0.696,8,30,38,23,17.0,7,6,4,28,25,93,7.0
2014-15,1610612748,MIA,Miami Heat,0021401055,2015-03-24,MIA @ MIL,L,48.0,33,75,0.44,8,19,0.421,14,18,0.778,8,26,34,18,20.0,11,4,9,20,23,88,-1.0
2014-15,1610612748,MIA,Miami Heat,0021401038,2015-03-22,MIA @ OKC,L,48.0,32,81,0.395,3,18,0.167,8,15,0.533,13,28,41,13,19.0,7,6,7,15,17,75,-18.0
2014-15,1610612748,MIA,Miami Heat,0021401024,2015-03-20,MIA vs. DEN,W,48.0,43,81,0.531,7,16,0.438,15,19,0.789,10,34,44,23,16.0,8,7,7,17,20,108,17.0
2014-15,1610612748,MIA,Miami Heat,0021401007,2015-03-18,MIA vs. POR,W,48.0,46,87,0.529,7,10,0.7,9,14,0.643,8,27,35,21,9.0,7,7,2,18,15,108,4.0
2014-15,1610612748,MIA,Miami Heat,0021400995,2015-03-16,MIA vs. CLE,W,48.0,42,76,0.553,4,15,0.267,18,22,0.818,6,39,45,21,17.0,8,5,4,21,21,106,14.0
2014-15,1610612748,MIA,Miami Heat,0021400970,2015-03-13,MIA @ TOR,L,48.0,35,79,0.443,5,23,0.217,17,24,0.708,7,37,44,21,20.0,11,5,5,22,22,92,-10.0
2014-15,1610612748,MIA,Miami Heat,0021400955,2015-03-11,MIA vs. BKN,W,48.0,37,81,0.457,6,21,0.286,24,38,0.632,11,28,39,23,11.0,14,3,2,29,24,104,6.0
2014-15,1610612748,MIA,Miami Heat,0021400940,2015-03-09,MIA vs. BOS,L,48.0,29,69,0.42,4,17,0.235,28,34,0.824,5,27,32,15,13.0,5,2,2,17,25,90,-10.0
2014-15,1610612748,MIA,Miami Heat,0021400925,2015-03-07,MIA vs. SAC,W,53.0,41,80,0.513,7,24,0.292,25,33,0.758,4,30,34,23,14.0,13,8,4,21,29,114,5.0
2014-15,1610612748,MIA,Miami Heat,0021400920,2015-03-06,MIA @ WAS,L,48.0,37,79,0.468,10,27,0.37,13,19,0.684,8,29,37,18,15.0,5,2,4,19,21,97,-2.0
2014-15,1610612748,MIA,Miami Heat,0021400905,2015-03-04,MIA vs. LAL,W,48.0,32,79,0.405,3,16,0.188,33,43,0.767,13,42,55,16,15.0,8,7,1,15,26,100,6.0
2014-15,1610612748,MIA,Miami Heat,0021400887,2015-03-02,MIA vs. PHX,W,48.0,43,82,0.524,7,14,0.5,22,30,0.733,12,33,45,19,16.0,14,4,2,31,27,115,17.0
2014-15,1610612748,MIA,Miami Heat,0021400871,2015-02-28,MIA vs. ATL,L,48.0,32,81,0.395,7,26,0.269,20,21,0.952,14,33,47,17,23.0,12,3,5,16,19,91,-2.0
2014-15,1610612748,MIA,Miami Heat,0021400865,2015-02-27,MIA @ NOP,L,48.0,41,84,0.488,8,21,0.381,12,16,0.75,6,25,31,21,7.0,3,7,6,23,19,102,-2.0
2014-15,1610612748,MIA,Miami Heat,0021400842,2015-02-25,MIA @ ORL,W,53.0,32,84,0.381,6,31,0.194,23,32,0.719,8,34,42,17,14.0,8,5,1,24,28,93,3.0
2014-15,1610612748,MIA,Miami Heat,0021400830,2015-02-23,MIA vs. PHI,W,48.0,46,83,0.554,11,21,0.524,16,22,0.727,11,34,45,27,17.0,6,3,8,20,18,119,11.0
2014-15,1610612748,MIA,Miami Heat,0021400817,2015-02-21,MIA vs. NOP,L,48.0,33,79,0.418,5,17,0.294,20,27,0.741,13,32,45,15,17.0,5,7,3,23,25,91,-14.0
2014-15,1610612748,MIA,Miami Heat,0021400807,2015-02-20,MIA @ NYK,W,48.0,38,79,0.481,9,20,0.45,26,35,0.743,11,39,50,28,22.0,12,4,6,18,26,111,24.0
2014-15,1610612748,MIA,Miami Heat,0021400796,2015-02-11,MIA @ CLE,L,48.0,34,84,0.405,9,24,0.375,16,20,0.8,12,24,36,21,15.0,10,4,3,19,19,93,-20.0
2014-15,1610612748,MIA,Miami Heat,0021400777,2015-02-09,MIA vs. NYK,W,48.0,36,74,0.486,12,22,0.545,25,29,0.862,7,28,35,28,12.0,9,5,8,19,22,109,14.0
2014-15,1610612748,MIA,Miami Heat,0021400757,2015-02-06,MIA @ SAS,L,48.0,36,80,0.45,5,16,0.313,8,9,0.889,10,27,37,23,17.0,7,3,4,10,18,85,-13.0
2014-15,1610612748,MIA,Miami Heat,0021400737,2015-02-04,MIA @ MIN,L,48.0,39,80,0.488,7,16,0.438,16,24,0.667,15,32,47,18,18.0,11,3,3,23,24,101,-1.0
2014-15,1610612748,MIA,Miami Heat,0021400727,2015-02-03,MIA @ DET,L,48.0,35,74,0.473,6,14,0.429,15,23,0.652,8,27,35,23,10.0,1,6,5,14,17,91,-17.0
2014-15,1610612748,MIA,Miami Heat,0021400716,2015-02-01,MIA @ BOS,W,48.0,32,77,0.416,4,21,0.19,15,21,0.714,10,36,46,18,20.0,7,9,3,18,19,83,8.0
2014-15,1610612748,MIA,Miami Heat,0021400702,2015-01-30,MIA vs. DAL,L,48.0,29,88,0.33,9,29,0.31,5,10,0.5,17,35,52,18,17.0,6,3,4,17,13,72,-21.0
2014-15,1610612748,MIA,Miami Heat,0021400677,2015-01-27,MIA vs. MIL,L,48.0,38,75,0.507,7,20,0.35,19,26,0.731,5,28,33,20,13.0,5,1,3,23,22,102,-7.0
2014-15,1610612748,MIA,Miami Heat,0021400657,2015-01-25,MIA @ CHI,W,48.0,38,84,0.452,1,13,0.077,19,23,0.826,13,41,54,19,11.0,6,13,10,15,16,96,12.0
2014-15,1610612748,MIA,Miami Heat,0021400644,2015-01-23,MIA vs. IND,W,48.0,36,75,0.48,4,17,0.235,13,15,0.867,4,32,36,20,18.0,8,0,3,25,22,89,2.0
2014-15,1610612748,MIA,Miami Heat,0021400625,2015-01-21,MIA @ CHA,L,48.0,29,84,0.345,5,18,0.278,13,15,0.867,10,31,41,14,7.0,7,8,8,22,16,76,-2.0
2014-15,1610612748,MIA,Miami Heat,0021400623,2015-01-20,MIA vs. OKC,L,48.0,32,68,0.471,8,22,0.364,14,19,0.737,4,32,36,20,21.0,4,2,3,16,23,86,-8.0
2014-15,1610612748,MIA,Miami Heat,0021400598,2015-01-16,MIA @ SAC,W,48.0,35,74,0.473,8,17,0.471,17,21,0.81,6,32,38,26,10.0,9,6,1,15,20,95,12.0
2014-15,1610612748,MIA,Miami Heat,0021400582,2015-01-14,MIA @ GSW,L,48.0,30,71,0.423,6,18,0.333,23,27,0.852,11,30,41,19,19.0,5,4,5,19,21,89,-15.0
2014-15,1610612748,MIA,Miami Heat,0021400573,2015-01-13,MIA @ LAL,W,48.0,33,78,0.423,2,16,0.125,10,15,0.667,9,43,52,23,19.0,7,11,3,16,14,78,3.0
2014-15,1610612748,MIA,Miami Heat,0021400559,2015-01-11,MIA @ LAC,W,48.0,39,81,0.481,6,21,0.286,20,24,0.833,15,31,46,28,13.0,8,5,2,20,24,104,14.0
2014-15,1610612748,MIA,Miami Heat,0021400537,2015-01-08,MIA @ POR,L,48.0,29,77,0.377,3,14,0.214,22,30,0.733,10,32,42,15,9.0,6,7,6,13,21,83,-16.0
2014-15,1610612748,MIA,Miami Heat,0021400505,2015-01-04,MIA vs. BKN,W,48.0,31,67,0.463,5,14,0.357,21,28,0.75,8,34,42,21,16.0,8,9,6,20,23,88,4.0
2014-15,1610612748,MIA,Miami Heat,0021400497,2015-01-03,MIA @ HOU,L,48.0,30,68,0.441,4,17,0.235,15,25,0.6,8,25,33,20,21.0,6,3,1,18,18,79,-36.0
2014-15,1610612748,MIA,Miami Heat,0021400476,2014-12-31,MIA @ IND,L,48.0,38,77,0.494,5,16,0.313,14,18,0.778,8,28,36,20,12.0,5,8,4,24,18,95,-11.0
2014-15,1610612748,MIA,Miami Heat,0021400462,2014-12-29,MIA vs. ORL,L,48.0,33,63,0.524,7,14,0.5,28,40,0.7,6,30,36,18,14.0,9,3,2,15,25,101,-1.0
2014-15,1610612748,MIA,Miami Heat,0021400446,2014-12-27,MIA vs. MEM,L,48.0,37,72,0.514,6,20,0.3,15,21,0.714,7,26,33,18,16.0,10,4,5,26,22,95,-8.0
2014-15,1610612748,MIA,Miami Heat,0021400429,2014-12-25,MIA vs. CLE,W,48.0,40,84,0.476,7,21,0.333,14,17,0.824,12,31,43,27,13.0,8,3,4,26,15,101,10.0
2014-15,1610612748,MIA,Miami Heat,0021400422,2014-12-23,MIA vs. PHI,L,48.0,33,80,0.413,8,26,0.308,13,18,0.722,14,25,39,13,22.0,10,6,11,19,20,87,-4.0
2014-15,1610612748,MIA,Miami Heat,0021400404,2014-12-21,MIA vs. BOS,W,48.0,37,78,0.474,6,21,0.286,20,26,0.769,6,32,38,18,11.0,9,3,4,14,18,100,16.0
2014-15,1610612748,MIA,Miami Heat,0021400388,2014-12-19,MIA vs. WAS,L,48.0,40,75,0.533,9,19,0.474,14,19,0.737,5,29,34,22,16.0,7,3,3,27,17,103,-2.0
2014-15,1610612748,MIA,Miami Heat,0021400373,2014-12-17,MIA vs. UTA,L,48.0,27,70,0.386,4,17,0.235,29,40,0.725,8,23,31,10,11.0,10,0,5,24,26,87,-18.0
2014-15,1610612748,MIA,Miami Heat,0021400364,2014-12-16,MIA @ BKN,W,48.0,33,72,0.458,9,24,0.375,20,26,0.769,7,34,41,20,18.0,9,2,2,23,26,95,4.0
2014-15,1610612748,MIA,Miami Heat,0021400349,2014-12-14,MIA vs. CHI,L,48.0,28,80,0.35,4,22,0.182,15,18,0.833,13,27,40,12,15.0,13,5,8,22,18,75,-18.0
2014-15,1610612748,MIA,Miami Heat,0021400338,2014-12-12,MIA @ UTA,W,48.0,36,72,0.5,7,20,0.35,21,31,0.677,7,28,35,19,9.0,6,3,6,16,18,100,5.0
2014-15,1610612748,MIA,Miami Heat,0021400325,2014-12-10,MIA @ DEN,L,48.0,30,82,0.366,7,22,0.318,15,21,0.714,16,26,42,18,11.0,1,6,4,20,18,82,-20.0
2014-15,1610612748,MIA,Miami Heat,0021400313,2014-12-09,MIA @ PHX,W,48.0,43,80,0.538,9,17,0.529,8,12,0.667,9,25,34,25,12.0,14,4,5,14,20,103,6.0
2014-15,1610612748,MIA,Miami Heat,0021400296,2014-12-07,MIA @ MEM,L,48.0,39,80,0.488,5,16,0.313,4,8,0.5,10,20,30,21,11.0,10,2,4,12,14,87,-16.0
2014-15,1610612748,MIA,Miami Heat,0021400285,2014-12-05,MIA @ MIL,L,48.0,30,68,0.441,7,18,0.389,18,27,0.667,3,17,20,21,18.0,16,3,3,22,26,85,-24.0
2014-15,1610612748,MIA,Miami Heat,0021400267,2014-12-03,MIA vs. ATL,L,48.0,36,64,0.563,6,16,0.375,24,32,0.75,4,26,30,25,19.0,10,5,1,24,24,102,-10.0
2014-15,1610612748,MIA,Miami Heat,0021400250,2014-12-01,MIA @ WAS,L,48.0,33,72,0.458,2,22,0.091,18,30,0.6,7,26,33,12,11.0,5,2,3,20,23,86,-21.0
2014-15,1610612748,MIA,Miami Heat,0021400245,2014-11-30,MIA @ NYK,W,48.0,30,72,0.417,7,23,0.304,19,31,0.613,10,31,41,20,15.0,8,1,3,20,22,86,7.0
2014-15,1610612748,MIA,Miami Heat,0021400206,2014-11-25,MIA vs. GSW,L,48.0,33,85,0.388,10,23,0.435,21,27,0.778,12,28,40,16,12.0,7,4,9,22,24,97,-17.0
2014-15,1610612748,MIA,Miami Heat,0021400195,2014-11-23,MIA vs. CHA,W,48.0,33,66,0.5,11,23,0.478,17,19,0.895,3,33,36,19,17.0,4,5,1,16,19,94,1.0
2014-15,1610612748,MIA,Miami Heat,0021400185,2014-11-22,MIA @ ORL,W,48.0,37,71,0.521,12,26,0.462,13,18,0.722,7,26,33,17,16.0,7,5,2,20,20,99,7.0
2014-15,1610612748,MIA,Miami Heat,0021400170,2014-11-20,MIA vs. LAC,L,48.0,30,67,0.448,6,26,0.231,27,31,0.871,6,24,30,11,13.0,10,3,0,15,21,93,-17.0
2014-15,1610612748,MIA,Miami Heat,0021400149,2014-11-17,MIA @ BKN,W,48.0,31,72,0.431,9,27,0.333,24,27,0.889,10,31,41,19,15.0,6,2,5,24,19,95,12.0
2014-15,1610612748,MIA,Miami Heat,0021400143,2014-11-16,MIA vs. MIL,L,48.0,30,73,0.411,11,25,0.44,13,22,0.591,6,34,40,19,17.0,10,6,1,20,24,84,-7.0
2014-15,1610612748,MIA,Miami Heat,0021400124,2014-11-14,MIA @ ATL,L,48.0,35,74,0.473,10,21,0.476,23,25,0.92,5,27,32,27,14.0,10,3,5,20,20,103,-11.0
2014-15,1610612748,MIA,Miami Heat,0021400112,2014-11-12,MIA vs. IND,L,48.0,29,68,0.426,9,20,0.45,8,18,0.444,6,22,28,18,11.0,11,5,5,18,17,75,-6.0
2014-15,1610612748,MIA,Miami Heat,0021400094,2014-11-09,MIA @ DAL,W,48.0,42,76,0.553,9,23,0.391,12,20,0.6,6,32,38,31,15.0,7,3,7,23,15,105,9.0
2014-15,1610612748,MIA,Miami Heat,0021400085,2014-11-08,MIA vs. MIN,W,48.0,41,78,0.526,5,13,0.385,15,17,0.882,6,34,40,26,14.0,8,2,2,19,17,102,10.0
2014-15,1610612748,MIA,Miami Heat,0021400057,2014-11-05,MIA @ CHA,L,48.0,30,77,0.39,4,22,0.182,25,31,0.806,6,30,36,19,8.0,6,4,9,25,24,89,-7.0
2014-15,1610612748,MIA,Miami Heat,0021400050,2014-11-04,MIA vs. HOU,L,48.0,31,74,0.419,12,28,0.429,17,27,0.63,13,21,34,16,19.0,7,2,5,21,26,91,-17.0
2014-15,1610612748,MIA,Miami Heat,0021400040,2014-11-02,MIA vs. TOR,W,48.0,35,70,0.5,9,24,0.375,28,38,0.737,11,32,43,22,17.0,6,6,5,29,28,107,5.0
2014-15,1610612748,MIA,Miami Heat,0021400030,2014-11-01,MIA @ PHI,W,48.0,41,83,0.494,12,24,0.5,20,29,0.69,9,26,35,33,16.0,16,0,10,20,21,114,18.0
2014-15,1610612748,MIA,Miami Heat,0021400007,2014-10-29,MIA vs. WAS,W,48.0,39,81,0.481,9,28,0.321,20,23,0.87,12,32,44,20,14.0,9,3,2,17,20,107,12.0
2015-16,1610612748,MIA,Miami Heat,0021501217,2016-04-13,MIA @ BOS,L,48.0,38,88,0.432,2,19,0.105,10,12,0.833,14,30,44,14,10.0,5,10,3,21,20,88,-10.0
2015-16,1610612748,MIA,Miami Heat,0021501213,2016-04-12,MIA @ DET,W,48.0,38,78,0.487,7,20,0.35,16,22,0.727,8,31,39,15,15.0,7,5,4,21,17,99,6.0
2015-16,1610612748,MIA,Miami Heat,0021501200,2016-04-10,MIA vs. ORL,W,48.0,43,77,0.558,6,20,0.3,26,30,0.867,4,37,41,28,12.0,10,3,1,16,18,118,22.0
2015-16,1610612748,MIA,Miami Heat,0021501179,2016-04-08,MIA @ ORL,L,48.0,45,100,0.45,8,22,0.364,11,21,0.524,23,30,53,18,13.0,6,5,9,23,19,109,-3.0
2015-16,1610612748,MIA,Miami Heat,0021501174,2016-04-07,MIA vs. CHI,W,48.0,44,92,0.478,4,14,0.286,14,17,0.824,15,32,47,16,10.0,8,2,7,20,12,106,8.0
2015-16,1610612748,MIA,Miami Heat,0021501155,2016-04-05,MIA vs. DET,W,48.0,44,84,0.524,9,14,0.643,10,14,0.714,7,34,41,22,10.0,6,4,1,17,14,107,18.0
2015-16,1610612748,MIA,Miami Heat,0021501142,2016-04-02,MIA @ POR,L,48.0,34,88,0.386,6,19,0.316,19,27,0.704,12,30,42,16,14.0,9,4,4,17,19,93,-17.0
2015-16,1610612748,MIA,Miami Heat,0021501135,2016-04-01,MIA @ SAC,W,48.0,42,82,0.512,12,22,0.545,16,17,0.941,7,31,38,23,18.0,5,6,5,22,16,112,6.0
2015-16,1610612748,MIA,Miami Heat,0021501121,2016-03-30,MIA @ LAL,L,53.0,41,86,0.477,3,17,0.176,15,26,0.577,14,41,55,26,18.0,6,13,5,23,21,100,-2.0
2015-16,1610612748,MIA,Miami Heat,0021501097,2016-03-28,MIA vs. BKN,W,48.0,48,84,0.571,5,16,0.313,9,12,0.75,7,25,32,25,13.0,11,4,2,14,10,110,11.0
2015-16,1610612748,MIA,Miami Heat,0021501075,2016-03-25,MIA vs. ORL,W,48.0,40,80,0.5,5,15,0.333,23,33,0.697,12,33,45,23,14.0,9,7,1,20,24,108,11.0
2015-16,1610612748,MIA,Miami Heat,0021501063,2016-03-23,MIA @ SAS,L,48.0,37,77,0.481,7,14,0.5,7,12,0.583,6,30,36,23,15.0,8,6,4,16,12,88,-24.0
2015-16,1610612748,MIA,Miami Heat,0021501053,2016-03-22,MIA @ NOP,W,48.0,44,88,0.5,3,19,0.158,22,27,0.815,14,39,53,21,13.0,5,5,1,22,25,113,14.0
2015-16,1610612748,MIA,Miami Heat,0021501033,2016-03-19,MIA vs. CLE,W,48.0,46,84,0.548,11,19,0.579,19,23,0.826,13,29,42,29,12.0,7,5,3,14,22,122,21.0
2015-16,1610612748,MIA,Miami Heat,0021501014,2016-03-17,MIA vs. CHA,L,48.0,40,75,0.533,7,17,0.412,19,24,0.792,6,33,39,22,15.0,5,8,0,17,19,106,-3.0
2015-16,1610612748,MIA,Miami Heat,0021500990,2016-03-14,MIA vs. DEN,W,48.0,47,79,0.595,8,17,0.471,22,28,0.786,6,27,33,24,15.0,9,6,2,20,21,124,5.0
2015-16,1610612748,MIA,Miami Heat,0021500977,2016-03-12,MIA @ TOR,L,53.0,37,98,0.378,9,25,0.36,21,26,0.808,16,31,47,19,14.0,9,5,7,30,23,104,-8.0
2015-16,1610612748,MIA,Miami Heat,0021500966,2016-03-11,MIA @ CHI,W,48.0,47,91,0.516,10,18,0.556,14,20,0.7,9,34,43,30,8.0,14,6,6,13,14,118,22.0
2015-16,1610612748,MIA,Miami Heat,0021500952,2016-03-09,MIA @ MIL,L,48.0,42,80,0.525,6,15,0.4,18,19,0.947,10,29,39,23,17.0,6,8,0,24,19,108,-6.0
2015-16,1610612748,MIA,Miami Heat,0021500935,2016-03-06,MIA vs. PHI,W,48.0,36,81,0.444,8,14,0.571,23,30,0.767,13,38,51,16,13.0,7,10,7,18,21,103,5.0
2015-16,1610612748,MIA,Miami Heat,0021500914,2016-03-04,MIA @ PHI,W,48.0,39,88,0.443,5,16,0.313,29,36,0.806,16,39,55,24,17.0,7,5,5,19,27,112,10.0
2015-16,1610612748,MIA,Miami Heat,0021500908,2016-03-03,MIA vs. PHX,W,48.0,40,83,0.482,9,17,0.529,19,25,0.76,7,41,48,25,13.0,5,8,2,25,24,108,16.0
2015-16,1610612748,MIA,Miami Heat,0021500892,2016-03-01,MIA vs. CHI,W,48.0,52,77,0.675,6,12,0.5,19,25,0.76,4,34,38,28,15.0,5,11,2,23,22,129,18.0
2015-16,1610612748,MIA,Miami Heat,0021500883,2016-02-28,MIA @ NYK,W,48.0,40,84,0.476,1,8,0.125,17,21,0.81,12,42,54,25,16.0,9,4,9,18,23,98,17.0
2015-16,1610612748,MIA,Miami Heat,0021500869,2016-02-27,MIA @ BOS,L,48.0,36,87,0.414,1,13,0.077,16,23,0.696,14,40,54,19,20.0,7,12,6,19,19,89,-12.0
2015-16,1610612748,MIA,Miami Heat,0021500848,2016-02-24,MIA vs. GSW,L,48.0,40,86,0.465,6,14,0.429,26,31,0.839,11,35,46,19,12.0,8,8,2,23,24,112,-6.0
2015-16,1610612748,MIA,Miami Heat,0021500834,2016-02-22,MIA vs. IND,W,53.0,38,100,0.38,2,13,0.154,23,34,0.676,20,46,66,19,15.0,8,8,6,24,26,101,8.0
2015-16,1610612748,MIA,Miami Heat,0021500820,2016-02-20,MIA vs. WAS,W,48.0,47,96,0.49,2,13,0.154,18,28,0.643,19,48,67,23,8.0,2,9,4,20,23,114,20.0
2015-16,1610612748,MIA,Miami Heat,0021500808,2016-02-19,MIA @ ATL,W,48.0,44,88,0.5,8,20,0.4,19,28,0.679,10,36,46,27,16.0,13,1,4,12,23,115,4.0
2015-16,1610612748,MIA,Miami Heat,0021500784,2016-02-09,MIA vs. SAS,L,48.0,40,70,0.571,4,12,0.333,17,24,0.708,1,30,31,21,18.0,7,5,4,20,17,101,-18.0
2015-16,1610612748,MIA,Miami Heat,0021500772,2016-02-07,MIA vs. LAC,L,48.0,33,83,0.398,7,17,0.412,20,29,0.69,13,40,53,14,13.0,2,0,5,21,25,93,-7.0
2015-16,1610612748,MIA,Miami Heat,0021500751,2016-02-05,MIA @ CHA,W,48.0,43,94,0.457,0,9,0.0,12,18,0.667,8,40,48,20,8.0,7,12,10,16,16,98,3.0
2015-16,1610612748,MIA,Miami Heat,0021500741,2016-02-03,MIA @ DAL,W,48.0,37,88,0.42,2,15,0.133,17,23,0.739,11,43,54,18,8.0,3,11,5,20,16,93,3.0
2015-16,1610612748,MIA,Miami Heat,0021500731,2016-02-02,MIA @ HOU,L,48.0,38,85,0.447,6,17,0.353,20,27,0.741,13,38,51,26,17.0,5,3,6,18,19,102,-13.0
2015-16,1610612748,MIA,Miami Heat,0021500715,2016-01-31,MIA vs. ATL,W,48.0,39,81,0.481,5,20,0.25,22,26,0.846,10,37,47,21,18.0,10,4,3,23,23,105,18.0
2015-16,1610612748,MIA,Miami Heat,0021500703,2016-01-29,MIA @ MIL,W,48.0,37,74,0.5,7,18,0.389,26,32,0.813,8,26,34,27,18.0,12,9,5,23,20,107,4.0
2015-16,1610612748,MIA,Miami Heat,0021500678,2016-01-26,MIA @ BKN,W,48.0,45,83,0.542,3,9,0.333,9,10,0.9,5,32,37,27,12.0,10,4,2,20,15,102,4.0
2015-16,1610612748,MIA,Miami Heat,0021500669,2016-01-25,MIA @ CHI,W,48.0,37,81,0.457,3,14,0.214,12,17,0.706,6,40,46,21,12.0,7,3,3,15,18,89,5.0
2015-16,1610612748,MIA,Miami Heat,0021500649,2016-01-22,MIA @ TOR,L,48.0,33,81,0.407,4,17,0.235,11,17,0.647,14,28,42,13,13.0,4,2,8,16,15,81,-20.0
2015-16,1610612748,MIA,Miami Heat,0021500630,2016-01-20,MIA @ WAS,L,48.0,33,68,0.485,7,15,0.467,14,18,0.778,7,24,31,23,21.0,3,4,3,16,19,87,-19.0
2015-16,1610612748,MIA,Miami Heat,0021500625,2016-01-19,MIA vs. MIL,L,48.0,27,74,0.365,5,22,0.227,20,26,0.769,12,26,38,13,16.0,6,2,4,14,19,79,-12.0
2015-16,1610612748,MIA,Miami Heat,0021500611,2016-01-17,MIA @ OKC,L,48.0,30,72,0.417,4,14,0.286,10,11,0.909,7,29,36,12,21.0,6,9,8,12,13,74,-25.0
2015-16,1610612748,MIA,Miami Heat,0021500600,2016-01-15,MIA @ DEN,W,48.0,40,81,0.494,4,12,0.333,14,19,0.737,9,33,42,26,14.0,5,13,6,20,18,98,3.0
2015-16,1610612748,MIA,Miami Heat,0021500586,2016-01-13,MIA @ LAC,L,48.0,31,70,0.443,9,24,0.375,19,29,0.655,5,44,49,26,24.0,5,7,5,16,25,90,-14.0
2015-16,1610612748,MIA,Miami Heat,0021500568,2016-01-11,MIA @ GSW,L,48.0,41,91,0.451,7,19,0.368,14,16,0.875,9,38,47,31,11.0,2,4,1,19,18,103,-8.0
2015-16,1610612748,MIA,Miami Heat,0021500555,2016-01-09,MIA @ UTA,L,48.0,34,82,0.415,6,19,0.316,9,17,0.529,15,24,39,14,17.0,7,8,7,16,16,83,-15.0
2015-16,1610612748,MIA,Miami Heat,0021500547,2016-01-08,MIA @ PHX,W,48.0,36,73,0.493,7,18,0.389,24,30,0.8,6,35,41,23,13.0,9,6,4,13,22,103,8.0
2015-16,1610612748,MIA,Miami Heat,0021500525,2016-01-06,MIA vs. NYK,L,48.0,37,82,0.451,2,17,0.118,14,15,0.933,12,23,35,14,13.0,2,4,5,16,18,90,-8.0
2015-16,1610612748,MIA,Miami Heat,0021500515,2016-01-04,MIA vs. IND,W,53.0,34,90,0.378,5,22,0.227,30,39,0.769,15,37,52,14,8.0,5,6,3,23,26,103,3.0
2015-16,1610612748,MIA,Miami Heat,0021500508,2016-01-03,MIA @ WAS,W,48.0,39,86,0.453,9,23,0.391,10,12,0.833,9,45,54,27,13.0,8,11,2,15,12,97,22.0
2015-16,1610612748,MIA,Miami Heat,0021500491,2016-01-01,MIA vs. DAL,W,48.0,46,82,0.561,8,18,0.444,6,9,0.667,8,42,50,24,13.0,4,1,3,16,11,106,24.0
2015-16,1610612748,MIA,Miami Heat,0021500471,2015-12-29,MIA @ MEM,L,53.0,35,79,0.443,11,29,0.379,9,18,0.5,8,30,38,23,15.0,5,6,6,22,18,90,-9.0
2015-16,1610612748,MIA,Miami Heat,0021500462,2015-12-28,MIA vs. BKN,L,48.0,36,78,0.462,10,24,0.417,23,30,0.767,11,31,42,20,14.0,9,8,3,23,24,105,-6.0
2015-16,1610612748,MIA,Miami Heat,0021500444,2015-12-26,MIA @ ORL,W,48.0,38,77,0.494,10,20,0.5,22,23,0.957,9,29,38,22,9.0,5,4,2,10,18,108,7.0
2015-16,1610612748,MIA,Miami Heat,0021500436,2015-12-25,MIA vs. NOP,W,53.0,35,88,0.398,6,26,0.231,18,27,0.667,11,46,57,19,18.0,10,5,3,15,20,94,6.0
