SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,3PM,3PA,3P_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
2022-23,1610612748,MIA,Miami Heat,0022201138,2023-03-29,MIA @ NYK,L,48.0,35,79,0.443,13,39,0.333,9,14,0.643,6,29,35,20,11.0,5,0,3,18,14,92,-9.0
2022-23,1610612748,MIA,Miami Heat,0022201132,2023-03-28,MIA @ TOR,L,48.0,32,80,0.4,10,33,0.303,18,19,0.947,12,31,43,18,16.0,6,3,7,10,13,92,-14.0
2022-23,1610612748,MIA,Miami Heat,0022201108,2023-03-25,MIA vs. BKN,L,48.0,38,80,0.475,12,30,0.4,12,14,0.857,8,24,32,22,14.0,5,4,6,19,18,100,-29.0
2022-23,1610612748,MIA,Miami Heat,0022201084,2023-03-22,MIA vs. NYK,W,48.0,45,79,0.57,16,28,0.571,21,26,0.808,2,27,29,28,10.0,9,1,5,18,25,127,7.0
2022-23,1610612748,MIA,Miami Heat,0022201066,2023-03-19,MIA @ DET,W,48.0,38,79,0.481,13,39,0.333,23,25,0.92,8,34,42,33,10.0,4,4,2,17,20,112,12.0
2022-23,1610612748,MIA,Miami Heat,0022201060,2023-03-18,MIA @ CHI,L,48.0,35,82,0.427,10,37,0.27,19,24,0.792,14,25,39,23,14.0,4,2,5,10,18,99,-14.0
2022-23,1610612748,MIA,Miami Heat,0022201036,2023-03-15,MIA vs. MEM,W,48.0,49,82,0.598,13,29,0.448,27,33,0.818,8,33,41,33,13.0,8,5,1,16,20,138,19.0
2022-23,1610612748,MIA,Miami Heat,0022201022,2023-03-13,MIA vs. UTA,W,48.0,37,79,0.468,14,34,0.412,31,36,0.861,9,28,37,20,13.0,12,4,4,13,25,119,4.0
2022-23,1610612748,MIA,Miami Heat,0022201007,2023-03-11,MIA @ ORL,L,53.0,42,94,0.447,11,37,0.297,19,20,0.95,5,30,35,19,17.0,8,2,10,17,20,114,-12.0
2022-23,1610612748,MIA,Miami Heat,0022201000,2023-03-10,MIA vs. CLE,W,48.0,42,82,0.512,14,29,0.483,21,23,0.913,11,35,46,22,16.0,7,4,6,20,20,119,4.0
2022-23,1610612748,MIA,Miami Heat,0022200987,2023-03-08,MIA vs. CLE,L,48.0,35,70,0.5,8,29,0.276,22,29,0.759,10,27,37,22,24.0,7,4,3,19,23,100,-4.0
2022-23,1610612748,MIA,Miami Heat,0022200974,2023-03-06,MIA vs. ATL,W,48.0,41,77,0.532,16,29,0.552,32,37,0.865,8,24,32,27,11.0,6,4,0,17,25,130,2.0
2022-23,1610612748,MIA,Miami Heat,0022200958,2023-03-04,MIA vs. ATL,W,48.0,42,83,0.506,13,35,0.371,20,23,0.87,12,31,43,31,20.0,5,3,1,19,23,117,8.0
2022-23,1610612748,MIA,Miami Heat,0022200949,2023-03-03,MIA vs. NYK,L,48.0,39,81,0.481,12,25,0.48,30,32,0.938,11,28,39,23,12.0,7,2,4,17,23,120,-2.0
2022-23,1610612748,MIA,Miami Heat,0022200936,2023-03-01,MIA vs. PHI,L,48.0,34,78,0.436,7,29,0.241,21,23,0.913,5,28,33,18,13.0,3,2,5,17,20,96,-23.0
2022-23,1610612748,MIA,Miami Heat,0022200920,2023-02-27,MIA @ PHI,W,48.0,35,81,0.432,15,37,0.405,16,22,0.727,12,25,37,21,13.0,10,3,3,20,24,101,2.0
2022-23,1610612748,MIA,Miami Heat,0022200904,2023-02-25,MIA @ CHA,L,48.0,32,80,0.4,11,36,0.306,28,34,0.824,7,35,42,24,18.0,7,3,2,25,22,103,-5.0
2022-23,1610612748,MIA,Miami Heat,0022200897,2023-02-24,MIA @ MIL,L,48.0,36,92,0.391,9,40,0.225,18,25,0.72,9,36,45,21,10.0,5,5,1,17,18,99,-29.0
2022-23,1610612748,MIA,Miami Heat,0022200878,2023-02-15,MIA @ BKN,L,48.0,38,83,0.458,8,28,0.286,21,29,0.724,12,29,41,19,8.0,4,3,5,18,27,105,-11.0
2022-23,1610612748,MIA,Miami Heat,0022200861,2023-02-13,MIA vs. DEN,L,48.0,39,89,0.438,12,35,0.343,18,20,0.9,9,25,34,25,9.0,9,4,4,14,18,108,-4.0
2022-23,1610612748,MIA,Miami Heat,0022200848,2023-02-11,MIA @ ORL,W,53.0,37,85,0.435,12,39,0.308,21,23,0.913,11,35,46,24,20.0,7,6,5,22,24,107,4.0
2022-23,1610612748,MIA,Miami Heat,0022200840,2023-02-10,MIA vs. HOU,W,48.0,32,77,0.416,12,38,0.316,21,22,0.955,6,34,40,21,17.0,11,6,4,23,21,97,2.0
2022-23,1610612748,MIA,Miami Heat,0022200825,2023-02-08,MIA vs. IND,W,48.0,37,79,0.468,6,19,0.316,36,39,0.923,15,33,48,21,13.0,7,3,5,22,25,116,5.0
2022-23,1610612748,MIA,Miami Heat,0022200797,2023-02-04,MIA @ MIL,L,48.0,45,101,0.446,8,31,0.258,17,21,0.81,13,31,44,23,7.0,9,2,4,23,14,115,-8.0
2022-23,1610612748,MIA,Miami Heat,0022200780,2023-02-02,MIA @ NYK,L,48.0,39,87,0.448,13,36,0.361,13,16,0.813,9,24,33,24,11.0,8,3,0,15,17,104,-2.0
2022-23,1610612748,MIA,Miami Heat,0022200764,2023-01-31,MIA @ CLE,W,48.0,34,78,0.436,14,31,0.452,18,25,0.72,9,36,45,21,15.0,7,3,6,17,20,100,3.0
2022-23,1610612748,MIA,Miami Heat,0022200752,2023-01-29,MIA @ CHA,L,48.0,45,93,0.484,10,31,0.323,17,23,0.739,10,26,36,26,11.0,11,0,3,17,18,117,-5.0
2022-23,1610612748,MIA,Miami Heat,0022200738,2023-01-27,MIA vs. ORL,W,48.0,39,85,0.459,10,33,0.303,22,26,0.846,5,32,37,28,11.0,9,3,3,19,23,110,5.0
2022-23,1610612748,MIA,Miami Heat,0022200714,2023-01-24,MIA vs. BOS,W,48.0,34,94,0.362,12,33,0.364,18,23,0.783,14,37,51,21,8.0,7,2,6,18,22,98,3.0
2022-23,1610612748,MIA,Miami Heat,0022200699,2023-01-22,MIA vs. NOP,W,48.0,35,80,0.438,8,34,0.235,22,27,0.815,12,30,42,17,22.0,16,1,4,14,22,100,4.0
2022-23,1610612748,MIA,Miami Heat,0022200686,2023-01-20,MIA @ DAL,L,48.0,33,69,0.478,4,20,0.2,20,27,0.741,5,34,39,15,16.0,3,1,1,22,22,90,-25.0
2022-23,1610612748,MIA,Miami Heat,0022200673,2023-01-18,MIA @ NOP,W,48.0,50,94,0.532,12,35,0.343,12,16,0.75,10,33,43,37,11.0,11,2,3,17,17,124,26.0
2022-23,1610612748,MIA,Miami Heat,0022200661,2023-01-16,MIA @ ATL,L,48.0,43,89,0.483,8,31,0.258,19,20,0.95,12,29,41,30,16.0,10,4,5,22,17,113,-8.0
2022-23,1610612748,MIA,Miami Heat,0022200641,2023-01-14,MIA vs. MIL,W,48.0,45,87,0.517,11,22,0.5,10,12,0.833,13,38,51,17,11.0,9,3,2,14,13,111,16.0
2022-23,1610612748,MIA,Miami Heat,0022200628,2023-01-12,MIA vs. MIL,W,48.0,42,95,0.442,9,34,0.265,15,16,0.938,18,43,61,22,13.0,8,1,2,8,12,108,6.0
2022-23,1610612748,MIA,Miami Heat,0022200611,2023-01-10,MIA vs. OKC,W,48.0,31,79,0.392,10,33,0.303,40,40,1.0,13,28,41,18,20.0,10,4,3,19,27,112,1.0
2022-23,1610612748,MIA,Miami Heat,0022200599,2023-01-08,MIA vs. BKN,L,48.0,38,92,0.413,13,35,0.371,12,17,0.706,16,25,41,22,12.0,8,4,8,17,21,101,-1.0
2022-23,1610612748,MIA,Miami Heat,0022200589,2023-01-06,MIA @ PHX,W,48.0,33,78,0.423,12,38,0.316,26,31,0.839,5,32,37,19,13.0,10,3,2,14,20,104,8.0
2022-23,1610612748,MIA,Miami Heat,0022200574,2023-01-04,MIA @ LAL,L,48.0,43,95,0.453,8,29,0.276,15,21,0.714,14,29,43,24,13.0,9,4,4,20,18,109,-3.0
2022-23,1610612748,MIA,Miami Heat,0022200560,2023-01-02,MIA @ LAC,W,48.0,39,85,0.459,12,36,0.333,20,24,0.833,12,36,48,22,11.0,7,2,1,23,18,110,10.0
2022-23,1610612748,MIA,Miami Heat,0022200546,2022-12-31,MIA @ UTA,W,48.0,45,89,0.506,13,39,0.333,23,30,0.767,10,27,37,32,12.0,10,1,3,32,23,126,3.0
2022-23,1610612748,MIA,Miami Heat,0022200535,2022-12-30,MIA @ DEN,L,48.0,39,87,0.448,14,35,0.4,27,30,0.9,11,25,36,21,15.0,13,4,1,19,19,119,-5.0
2022-23,1610612748,MIA,Miami Heat,0022200518,2022-12-28,MIA vs. LAL,W,48.0,44,92,0.478,11,35,0.314,13,16,0.813,10,27,37,20,6.0,14,4,4,15,16,112,14.0
2022-23,1610612748,MIA,Miami Heat,0022200500,2022-12-26,MIA vs. MIN,W,48.0,47,102,0.461,13,49,0.265,6,8,0.75,13,27,40,27,10.0,9,3,3,17,14,113,3.0
2022-23,1610612748,MIA,Miami Heat,0022200486,2022-12-23,MIA vs. IND,L,48.0,41,95,0.432,13,33,0.394,13,14,0.929,13,25,38,23,10.0,7,3,6,13,23,108,-3.0
2022-23,1610612748,MIA,Miami Heat,0022200462,2022-12-20,MIA vs. CHI,L,48.0,38,81,0.469,15,44,0.341,12,17,0.706,9,26,35,26,13.0,9,0,0,16,16,103,-10.0
2022-23,1610612748,MIA,Miami Heat,0022200439,2022-12-17,MIA @ SAS,W,48.0,42,82,0.512,11,30,0.367,16,23,0.696,8,32,40,25,14.0,14,3,3,27,19,111,10.0
2022-23,1610612748,MIA,Miami Heat,0022200424,2022-12-15,MIA @ HOU,W,48.0,39,88,0.443,16,47,0.34,17,23,0.739,14,26,40,21,14.0,10,6,4,19,19,111,3.0
2022-23,1610612748,MIA,Miami Heat,0022200419,2022-12-14,MIA @ OKC,W,48.0,37,86,0.43,24,56,0.429,12,15,0.8,7,32,39,25,14.0,9,1,4,21,16,110,2.0
2022-23,1610612748,MIA,Miami Heat,0022200402,2022-12-12,MIA @ IND,W,48.0,32,83,0.386,9,34,0.265,14,18,0.778,9,39,48,23,14.0,7,2,11,17,18,87,5.0
2022-23,1610612748,MIA,Miami Heat,0022200387,2022-12-10,MIA vs. SAS,L,48.0,39,81,0.481,13,34,0.382,20,28,0.714,5,27,32,26,10.0,5,3,4,22,21,111,-4.0
2022-23,1610612748,MIA,Miami Heat,0022200374,2022-12-08,MIA vs. LAC,W,48.0,46,90,0.511,12,32,0.375,11,14,0.786,7,36,43,24,8.0,11,1,3,20,16,115,5.0
2022-23,1610612748,MIA,Miami Heat,0022200361,2022-12-06,MIA vs. DET,L,48.0,33,77,0.429,10,32,0.313,20,26,0.769,7,33,40,21,15.0,7,2,1,20,19,96,-20.0
2022-23,1610612748,MIA,Miami Heat,0022200357,2022-12-05,MIA @ MEM,L,48.0,31,79,0.392,14,40,0.35,17,22,0.773,9,36,45,23,17.0,7,3,5,11,14,93,-8.0
2022-23,1610612748,MIA,Miami Heat,0022200328,2022-12-02,MIA @ BOS,W,53.0,48,101,0.475,11,35,0.314,13,18,0.722,12,38,50,19,17.0,11,3,2,24,18,120,4.0
2022-23,1610612748,MIA,Miami Heat,0022200314,2022-11-30,MIA @ BOS,L,48.0,47,90,0.522,18,40,0.45,9,9,1.0,9,23,32,25,15.0,8,3,0,21,18,121,-13.0
2022-23,1610612748,MIA,Miami Heat,0022200293,2022-11-27,MIA @ ATL,W,48.0,40,82,0.488,9,33,0.273,17,19,0.895,6,40,46,28,14.0,8,5,3,16,12,106,8.0
2022-23,1610612748,MIA,Miami Heat,0022200277,2022-11-25,MIA vs. WAS,W,48.0,42,89,0.472,7,26,0.269,19,23,0.826,10,37,47,24,13.0,5,5,9,19,18,110,3.0
2022-23,1610612748,MIA,Miami Heat,0022200265,2022-11-23,MIA vs. WAS,W,48.0,39,93,0.419,16,41,0.39,19,22,0.864,14,39,53,20,13.0,7,5,5,18,20,113,8.0
2022-23,1610612748,MIA,Miami Heat,0022200252,2022-11-21,MIA @ MIN,L,48.0,35,90,0.389,11,38,0.289,20,30,0.667,12,34,46,26,15.0,9,5,6,20,25,101,-4.0
2022-23,1610612748,MIA,Miami Heat,0022200244,2022-11-20,MIA @ CLE,L,48.0,31,80,0.388,6,31,0.194,19,22,0.864,11,19,30,17,16.0,6,3,1,16,23,87,-26.0
2022-23,1610612748,MIA,Miami Heat,0022200224,2022-11-18,MIA @ WAS,L,53.0,35,98,0.357,11,43,0.256,25,32,0.781,10,43,53,23,10.0,6,4,4,15,25,106,-1.0
2022-23,1610612748,MIA,Miami Heat,0022200215,2022-11-16,MIA @ TOR,L,48.0,36,66,0.545,13,35,0.371,19,22,0.864,4,19,23,19,23.0,5,4,3,20,23,104,-8.0
2022-23,1610612748,MIA,Miami Heat,0022200202,2022-11-14,MIA vs. PHX,W,48.0,38,83,0.458,15,33,0.455,22,25,0.88,17,25,42,23,15.0,6,4,4,10,22,113,1.0
2022-23,1610612748,MIA,Miami Heat,0022200189,2022-11-12,MIA vs. CHA,W,48.0,49,93,0.527,16,41,0.39,18,21,0.857,9,37,46,32,12.0,7,5,3,19,21,132,17.0
2022-23,1610612748,MIA,Miami Heat,0022200174,2022-11-10,MIA vs. CHA,W,53.0,39,90,0.433,10,36,0.278,29,36,0.806,8,30,38,21,11.0,9,1,2,25,30,117,5.0
2022-23,1610612748,MIA,Miami Heat,0022200150,2022-11-07,MIA vs. POR,L,48.0,40,84,0.476,14,39,0.359,13,15,0.867,5,27,32,28,12.0,11,2,2,18,16,107,-3.0
2022-23,1610612748,MIA,Miami Heat,0022200121,2022-11-04,MIA @ IND,L,48.0,31,81,0.383,11,39,0.282,26,26,1.0,8,34,42,17,19.0,10,2,5,22,19,99,-2.0
2022-23,1610612748,MIA,Miami Heat,0022200109,2022-11-02,MIA vs. SAC,W,48.0,44,89,0.494,11,34,0.324,11,13,0.846,9,37,46,27,11.0,5,5,3,20,18,110,3.0
2022-23,1610612748,MIA,Miami Heat,0022200104,2022-11-01,MIA vs. GSW,W,48.0,40,88,0.455,16,42,0.381,20,20,1.0,9,30,39,32,15.0,7,3,5,16,22,116,7.0
2022-23,1610612748,MIA,Miami Heat,0022200081,2022-10-29,MIA @ SAC,L,48.0,38,89,0.427,11,28,0.393,26,31,0.839,9,25,34,18,9.0,7,3,6,25,29,113,-6.0
2022-23,1610612748,MIA,Miami Heat,0022200068,2022-10-27,MIA @ GSW,L,48.0,39,88,0.443,14,43,0.326,18,22,0.818,8,23,31,25,12.0,16,5,2,15,13,110,-13.0
2022-23,1610612748,MIA,Miami Heat,0022200065,2022-10-26,MIA @ POR,W,48.0,44,87,0.506,15,38,0.395,16,19,0.842,15,31,46,34,18.0,13,2,4,22,17,119,21.0
2022-23,1610612748,MIA,Miami Heat,0022200045,2022-10-24,MIA vs. TOR,L,48.0,29,83,0.349,8,34,0.235,24,27,0.889,8,38,46,19,12.0,5,3,6,15,22,90,-8.0
2022-23,1610612748,MIA,Miami Heat,0022200031,2022-10-22,MIA vs. TOR,W,48.0,38,76,0.5,11,30,0.367,25,27,0.926,6,38,44,28,16.0,2,2,5,26,25,112,3.0
2022-23,1610612748,MIA,Miami Heat,0022200022,2022-10-21,MIA vs. BOS,L,48.0,42,92,0.457,8,26,0.308,12,15,0.8,11,25,36,23,10.0,8,3,11,18,23,104,-7.0
2022-23,1610612748,MIA,Miami Heat,0022200007,2022-10-19,MIA vs. CHI,L,48.0,37,80,0.463,12,28,0.429,22,28,0.786,8,38,46,21,19.0,6,2,6,24,26,108,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300855,2024-02-29,MIA @ DEN,L,48.0,35,83,0.422,7,26,0.269,20,24,0.833,9,36,45,21,15.0,10,1,8,16,23,97,-6.0
2023-24,1610612748,MIA,Miami Heat,0022300842,2024-02-27,MIA @ POR,W,48.0,37,70,0.529,14,26,0.538,18,26,0.692,6,28,34,29,20.0,8,8,4,19,25,106,10.0
2023-24,1610612748,MIA,Miami Heat,0022300831,2024-02-26,MIA @ SAC,W,48.0,45,87,0.517,11,30,0.367,20,25,0.8,10,29,39,27,11.0,12,3,5,12,20,121,11.0
2023-24,1610612748,MIA,Miami Heat,0022300810,2024-02-23,MIA @ NOP,W,48.0,38,82,0.463,13,29,0.448,17,25,0.68,10,36,46,20,15.0,6,11,7,14,19,106,11.0
2023-24,1610612748,MIA,Miami Heat,0022300779,2024-02-14,MIA @ PHI,W,48.0,42,88,0.477,11,35,0.314,14,15,0.933,10,33,43,27,13.0,10,1,1,17,20,109,5.0
2023-24,1610612748,MIA,Miami Heat,0022300773,2024-02-13,MIA @ MIL,W,48.0,45,87,0.517,19,40,0.475,14,18,0.778,7,40,47,34,14.0,10,3,4,13,12,123,26.0
2023-24,1610612748,MIA,Miami Heat,0022300759,2024-02-11,MIA vs. BOS,L,48.0,40,97,0.412,12,40,0.3,14,15,0.933,14,31,45,21,7.0,4,2,9,14,13,106,-4.0
2023-24,1610612748,MIA,Miami Heat,0022300730,2024-02-07,MIA vs. SAS,W,48.0,43,87,0.494,12,38,0.316,18,23,0.783,5,40,45,29,11.0,8,2,2,20,21,116,12.0
2023-24,1610612748,MIA,Miami Heat,0022300721,2024-02-06,MIA vs. ORL,W,48.0,47,87,0.54,13,36,0.361,14,18,0.778,11,34,45,31,13.0,10,3,3,19,17,121,26.0
2023-24,1610612748,MIA,Miami Heat,0022300708,2024-02-04,MIA vs. LAC,L,48.0,38,91,0.418,8,30,0.267,11,12,0.917,12,33,45,24,10.0,9,0,5,19,12,95,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300689,2024-02-02,MIA @ WAS,W,48.0,38,88,0.432,7,31,0.226,27,35,0.771,14,45,59,24,12.0,4,1,4,18,25,110,8.0
2023-24,1610612748,MIA,Miami Heat,0022300678,2024-01-31,MIA vs. SAC,W,48.0,42,84,0.5,13,28,0.464,18,23,0.783,7,42,49,38,10.0,3,2,3,16,17,115,9.0
2023-24,1610612748,MIA,Miami Heat,0022300661,2024-01-29,MIA vs. PHX,L,48.0,33,84,0.393,14,36,0.389,25,25,1.0,8,36,44,20,13.0,5,5,8,18,16,105,-13.0
2023-24,1610612748,MIA,Miami Heat,0022300643,2024-01-27,MIA @ NYK,L,48.0,41,88,0.466,14,37,0.378,13,16,0.813,8,30,38,26,8.0,6,4,3,18,15,109,-16.0
2023-24,1610612748,MIA,Miami Heat,0022300630,2024-01-25,MIA vs. BOS,L,48.0,42,94,0.447,16,42,0.381,10,13,0.769,11,20,31,25,5.0,7,1,5,12,10,110,-33.0
2023-24,1610612748,MIA,Miami Heat,0022300621,2024-01-24,MIA vs. MEM,L,48.0,33,82,0.402,11,34,0.324,19,25,0.76,11,33,44,21,17.0,9,9,6,17,19,96,-9.0
2023-24,1610612748,MIA,Miami Heat,0022300601,2024-01-21,MIA @ ORL,L,48.0,30,80,0.375,12,37,0.324,15,18,0.833,12,24,36,22,18.0,9,1,5,22,16,87,-18.0
2023-24,1610612748,MIA,Miami Heat,0022300587,2024-01-19,MIA vs. ATL,L,48.0,38,82,0.463,12,31,0.387,20,22,0.909,13,31,44,21,18.0,7,2,2,17,20,108,-1.0
2023-24,1610612748,MIA,Miami Heat,0022300574,2024-01-17,MIA @ TOR,L,48.0,41,90,0.456,6,28,0.214,9,12,0.75,12,25,37,24,14.0,4,5,4,13,14,97,-24.0
2023-24,1610612748,MIA,Miami Heat,0022300562,2024-01-15,MIA @ BKN,W,53.0,33,87,0.379,8,31,0.258,22,25,0.88,6,48,54,22,13.0,6,4,9,16,17,96,1.0
2023-24,1610612748,MIA,Miami Heat,0022300551,2024-01-14,MIA vs. CHA,W,48.0,40,81,0.494,11,25,0.44,13,16,0.813,4,40,44,27,14.0,6,6,3,15,17,104,17.0
2023-24,1610612748,MIA,Miami Heat,0022300535,2024-01-12,MIA vs. ORL,W,48.0,37,83,0.446,8,26,0.308,17,20,0.85,12,29,41,23,17.0,6,1,8,17,20,99,3.0
2023-24,1610612748,MIA,Miami Heat,0022300522,2024-01-10,MIA vs. OKC,L,48.0,41,89,0.461,15,36,0.417,23,28,0.821,8,30,38,25,10.0,8,3,4,13,19,120,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300509,2024-01-08,MIA vs. HOU,W,48.0,41,82,0.5,15,36,0.417,23,32,0.719,10,35,45,30,11.0,6,5,4,21,31,120,7.0
2023-24,1610612748,MIA,Miami Heat,0022300489,2024-01-05,MIA @ PHX,L,48.0,34,83,0.41,10,37,0.27,19,22,0.864,11,33,44,26,16.0,5,2,5,21,18,97,-16.0
2023-24,1610612748,MIA,Miami Heat,0022300475,2024-01-03,MIA @ LAL,W,48.0,41,93,0.441,16,42,0.381,12,17,0.706,7,32,39,30,10.0,14,3,6,23,14,110,14.0
2023-24,1610612748,MIA,Miami Heat,0022300458,2024-01-01,MIA @ LAC,L,48.0,35,83,0.422,11,34,0.324,23,29,0.793,12,23,35,24,14.0,7,3,3,17,20,104,-17.0
2023-24,1610612748,MIA,Miami Heat,0022300439,2023-12-30,MIA @ UTA,L,48.0,34,78,0.436,9,31,0.29,32,40,0.8,8,38,46,20,16.0,8,8,6,24,25,109,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300426,2023-12-28,MIA @ GSW,W,48.0,44,91,0.484,10,31,0.323,16,22,0.727,10,34,44,26,10.0,6,1,7,19,19,114,12.0
2023-24,1610612748,MIA,Miami Heat,0022300404,2023-12-25,MIA vs. PHI,W,48.0,40,84,0.476,12,32,0.375,27,35,0.771,13,43,56,27,14.0,5,7,4,17,22,119,6.0
2023-24,1610612748,MIA,Miami Heat,0022300384,2023-12-22,MIA vs. ATL,W,48.0,40,86,0.465,17,39,0.436,25,30,0.833,12,36,48,21,17.0,7,2,2,18,23,122,9.0
2023-24,1610612748,MIA,Miami Heat,0022300366,2023-12-20,MIA @ ORL,W,48.0,40,83,0.482,15,29,0.517,20,24,0.833,10,29,39,25,11.0,6,2,5,17,24,115,9.0
2023-24,1610612748,MIA,Miami Heat,0022300353,2023-12-18,MIA vs. MIN,L,48.0,41,87,0.471,11,30,0.367,15,18,0.833,9,31,40,27,15.0,10,4,9,18,19,108,-4.0
2023-24,1610612748,MIA,Miami Heat,0022300337,2023-12-16,MIA vs. CHI,W,48.0,43,83,0.518,13,35,0.371,19,25,0.76,8,23,31,26,10.0,7,2,4,19,19,118,2.0
2023-24,1610612748,MIA,Miami Heat,0022300320,2023-12-14,MIA vs. CHI,L,48.0,37,80,0.463,15,34,0.441,27,35,0.771,8,34,42,26,11.0,2,1,2,20,23,116,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300312,2023-12-13,MIA vs. CHA,W,48.0,41,86,0.477,15,30,0.5,18,19,0.947,17,30,47,29,23.0,10,3,5,12,18,115,11.0
2023-24,1610612748,MIA,Miami Heat,0022300292,2023-12-11,MIA @ CHA,W,48.0,37,77,0.481,15,35,0.429,27,34,0.794,8,35,43,31,11.0,7,3,2,22,22,116,2.0
2023-24,1610612748,MIA,Miami Heat,0022301220,2023-12-08,MIA vs. CLE,L,48.0,37,86,0.43,15,42,0.357,10,15,0.667,7,30,37,23,18.0,5,5,2,23,17,99,-12.0
2023-24,1610612748,MIA,Miami Heat,0022301207,2023-12-06,MIA @ TOR,W,48.0,41,89,0.461,14,38,0.368,16,19,0.842,8,36,44,33,7.0,5,4,8,18,18,112,9.0
2023-24,1610612748,MIA,Miami Heat,0022300284,2023-12-02,MIA vs. IND,L,48.0,48,89,0.539,12,25,0.48,21,24,0.875,6,22,28,27,12.0,3,1,8,22,24,129,-15.0
2023-24,1610612748,MIA,Miami Heat,0022300267,2023-11-30,MIA vs. IND,W,48.0,48,86,0.558,8,21,0.381,38,45,0.844,10,38,48,25,14.0,4,1,5,28,31,142,10.0
2023-24,1610612748,MIA,Miami Heat,0022300056,2023-11-28,MIA vs. MIL,L,48.0,48,94,0.511,14,30,0.467,14,21,0.667,8,27,35,32,6.0,3,5,4,22,21,124,-7.0
2023-24,1610612748,MIA,Miami Heat,0022300240,2023-11-25,MIA @ BKN,L,48.0,38,87,0.437,11,34,0.324,10,13,0.769,13,31,44,24,18.0,6,3,9,18,18,97,-15.0
2023-24,1610612748,MIA,Miami Heat,0022300045,2023-11-24,MIA @ NYK,L,48.0,34,87,0.391,10,37,0.27,20,21,0.952,10,31,41,20,11.0,11,0,2,19,14,98,-2.0
2023-24,1610612748,MIA,Miami Heat,0022300229,2023-11-22,MIA @ CLE,W,48.0,46,88,0.523,20,35,0.571,17,21,0.81,10,31,41,30,12.0,11,7,6,19,17,129,33.0
2023-24,1610612748,MIA,Miami Heat,0022300220,2023-11-20,MIA @ CHI,W,48.0,42,84,0.5,17,35,0.486,17,20,0.85,9,34,43,31,10.0,7,1,7,19,16,118,18.0
2023-24,1610612748,MIA,Miami Heat,0022300204,2023-11-18,MIA @ CHI,L,48.0,33,77,0.429,12,36,0.333,19,23,0.826,5,29,34,23,15.0,9,0,6,18,22,97,-5.0
2023-24,1610612748,MIA,Miami Heat,0022300200,2023-11-16,MIA vs. BKN,W,48.0,42,81,0.519,15,35,0.429,23,24,0.958,7,25,32,26,9.0,8,3,3,20,20,122,7.0
2023-24,1610612748,MIA,Miami Heat,0022300017,2023-11-14,MIA @ CHA,W,48.0,40,83,0.482,8,31,0.258,23,28,0.821,10,32,42,26,8.0,12,5,0,19,21,111,6.0
2023-24,1610612748,MIA,Miami Heat,0022300184,2023-11-12,MIA @ SAS,W,48.0,39,89,0.438,12,31,0.387,28,30,0.933,11,30,41,26,7.0,7,3,6,12,21,118,5.0
2023-24,1610612748,MIA,Miami Heat,0022300175,2023-11-11,MIA @ ATL,W,48.0,41,84,0.488,12,38,0.316,23,25,0.92,7,32,39,23,15.0,10,4,6,14,19,117,8.0
2023-24,1610612748,MIA,Miami Heat,0022300164,2023-11-08,MIA @ MEM,W,48.0,35,77,0.455,11,28,0.393,27,32,0.844,9,35,44,22,19.0,9,8,4,24,27,108,6.0
2023-24,1610612748,MIA,Miami Heat,0022300150,2023-11-06,MIA vs. LAL,W,48.0,41,88,0.466,12,37,0.324,14,16,0.875,11,33,44,30,18.0,11,4,5,14,17,108,1.0
2023-24,1610612748,MIA,Miami Heat,0022300003,2023-11-03,MIA vs. WAS,W,48.0,48,80,0.6,13,27,0.481,12,14,0.857,7,30,37,35,21.0,9,1,4,18,18,121,7.0
2023-24,1610612748,MIA,Miami Heat,0022300119,2023-11-01,MIA vs. BKN,L,48.0,39,91,0.429,13,38,0.342,14,18,0.778,11,35,46,22,18.0,10,5,4,20,18,105,-4.0
2023-24,1610612748,MIA,Miami Heat,0022300107,2023-10-30,MIA @ MIL,L,48.0,41,86,0.477,13,34,0.382,19,20,0.95,7,33,40,27,15.0,7,2,5,20,23,114,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300093,2023-10-28,MIA @ MIN,L,48.0,35,87,0.402,12,38,0.316,8,14,0.571,9,33,42,24,15.0,6,1,3,12,17,90,-16.0
2023-24,1610612748,MIA,Miami Heat,0022300080,2023-10-27,MIA @ BOS,L,48.0,38,89,0.427,16,33,0.485,19,23,0.826,11,34,45,24,12.0,8,6,6,16,19,111,-8.0
2023-24,1610612748,MIA,Miami Heat,0022300068,2023-10-25,MIA vs. DET,W,48.0,37,92,0.402,8,22,0.364,21,26,0.808,16,32,48,22,7.0,11,3,13,18,23,103,1.0
